scenario_id,behavioral_family,chat_id,turn_number,user_message,expected_behavior,actual_parsed_state,actual_active_state,response_summary,returned_product_ids,hard_constraints,soft_preferences,pass_status,failure_category,diagnostic_notes,http_status,elapsed_seconds,product_price_evidence
S060,RESULT_REFERENCES,148,2,Tell me about the second product.,Resolve and describe the second prior result without fabrication.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Watches""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Watches"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Watches - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B0BG65PQ9F"", ""B071D37SF9"", ""B01M636GNK"", ""B01I9OMC2C"", ""B08X2X5YN5"", ""B000GAYQKY"", ""B01M4I8D07"", ""B09S4VHC1B"", ""B001AWZDA4"", ""B01AYFTRJA""]","{""categories"": [""Watches""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,RESULT_REFERENCE,The ordinal/reference request was not resolved; the engine repeated ordinary recommendation behavior instead of answering about prior products.,200,1.907994,"[{""product_id"": ""B0BG65PQ9F"", ""numeric_db_price"": 63.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B071D37SF9"", ""numeric_db_price"": 22.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01M636GNK"", ""numeric_db_price"": 36.4, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01I9OMC2C"", ""numeric_db_price"": 37.73, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08X2X5YN5"", ""numeric_db_price"": 13.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B000GAYQKY"", ""numeric_db_price"": 52.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01M4I8D07"", ""numeric_db_price"": 32.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09S4VHC1B"", ""numeric_db_price"": 49.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B001AWZDA4"", ""numeric_db_price"": 21.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01AYFTRJA"", ""numeric_db_price"": 19.99, ""reconstructed_card_price"": null, ""price_display"": null}]"
S061,RESULT_REFERENCES,149,1,Show me jackets.,Resolve the third result and explain using available match evidence.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Jackets""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Jackets"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Jackets - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B0BLXPNPQV"", ""B0084AVW7I"", ""B0BFQBC58T"", ""B0B18B6FGH"", ""B08JJJV897"", ""B0BHTPQ72V"", ""B09HDMWRTX"", ""B09M6QR4BP"", ""B08224J2ZG"", ""B00NHO4WCS""]","{""categories"": [""Jackets""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,1.944716,"[{""product_id"": ""B0BLXPNPQV"", ""numeric_db_price"": 44.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0084AVW7I"", ""numeric_db_price"": 44.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BFQBC58T"", ""numeric_db_price"": 23.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0B18B6FGH"", ""numeric_db_price"": 49.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08JJJV897"", ""numeric_db_price"": 38.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BHTPQ72V"", ""numeric_db_price"": 179.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09HDMWRTX"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09M6QR4BP"", ""numeric_db_price"": 69.97, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08224J2ZG"", ""numeric_db_price"": 49.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00NHO4WCS"", ""numeric_db_price"": 69.97, ""reconstructed_card_price"": null, ""price_display"": null}]"
S061,RESULT_REFERENCES,149,2,Why did you recommend the third one?,Resolve the third result and explain using available match evidence.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Jackets""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Jackets"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Jackets - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B0BLXPNPQV"", ""B0084AVW7I"", ""B0BFQBC58T"", ""B0B18B6FGH"", ""B08JJJV897"", ""B0BHTPQ72V"", ""B09HDMWRTX"", ""B09M6QR4BP"", ""B08224J2ZG"", ""B00NHO4WCS""]","{""categories"": [""Jackets""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,RESULT_REFERENCE,The ordinal/reference request was not resolved; the engine repeated ordinary recommendation behavior instead of answering about prior products.,200,2.00898,"[{""product_id"": ""B0BLXPNPQV"", ""numeric_db_price"": 44.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0084AVW7I"", ""numeric_db_price"": 44.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BFQBC58T"", ""numeric_db_price"": 23.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0B18B6FGH"", ""numeric_db_price"": 49.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08JJJV897"", ""numeric_db_price"": 38.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BHTPQ72V"", ""numeric_db_price"": 179.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09HDMWRTX"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09M6QR4BP"", ""numeric_db_price"": 69.97, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08224J2ZG"", ""numeric_db_price"": 49.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00NHO4WCS"", ""numeric_db_price"": 69.97, ""reconstructed_card_price"": null, ""price_display"": null}]"
S062,RESULT_REFERENCES,150,1,Show me adidas t-shirts.,Return the stored Amazon link for the first result.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""adidas""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""T-Shirts Shirts from adidas"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I understood your shopping request.  - Product: T-Shirts, Shirts - Brand: adidas - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.","[""B08XC9Z2J5"", ""B09H1WZSV5"", ""B08NVTDY3G"", ""B07KT4J317"", ""B0BBXKBQYY"", ""B08PZVWBTL"", ""B00ZFNRGWM"", ""B014UWAHOW"", ""B087LV6C6G"", ""B086HZX8LW""]","{""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""adidas""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,2.167352,"[{""product_id"": ""B08XC9Z2J5"", ""numeric_db_price"": 15.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09H1WZSV5"", ""numeric_db_price"": 12.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08NVTDY3G"", ""numeric_db_price"": 21.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KT4J317"", ""numeric_db_price"": 28.5, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BBXKBQYY"", ""numeric_db_price"": 15.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08PZVWBTL"", ""numeric_db_price"": 29.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00ZFNRGWM"", ""numeric_db_price"": 13.98, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B014UWAHOW"", ""numeric_db_price"": 30.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B087LV6C6G"", ""numeric_db_price"": 22.34, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B086HZX8LW"", ""numeric_db_price"": 26.73, ""reconstructed_card_price"": null, ""price_display"": null}]"
S062,RESULT_REFERENCES,150,2,Give me the Amazon link for the first one.,Return the stored Amazon link for the first result.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Link""], ""brands"": [""Link""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Link from Link"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I updated your previous shopping request.  - Product: Link - Brand: Link - Maximum price: flexible  I found no exact matches satisfying all of these constraints. I did not add unrelated products.  To see more results, you can allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.",[],"{""categories"": [""Link""], ""brands"": [""Link""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,RESULT_REFERENCE,The ordinal/reference request was not resolved; the engine repeated ordinary recommendation behavior instead of answering about prior products.,200,1.647042,[]
S063,PRODUCT_COMPARISON,151,1,Show me watches under $100.,"Compare prior products using available price, rating, reviews, trust, match, brand, and category without fabricating specifications.",{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Watches""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 100.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Watches under $100"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Watches - Maximum price: $100  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B0BG65PQ9F"", ""B071D37SF9"", ""B01M636GNK"", ""B01I9OMC2C"", ""B08X2X5YN5"", ""B000GAYQKY"", ""B01M4I8D07"", ""B09S4VHC1B"", ""B001AWZDA4"", ""B01AYFTRJA""]","{""categories"": [""Watches""], ""maximum_price"": 100.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,2.063058,"[{""product_id"": ""B0BG65PQ9F"", ""numeric_db_price"": 63.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B071D37SF9"", ""numeric_db_price"": 22.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01M636GNK"", ""numeric_db_price"": 36.4, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01I9OMC2C"", ""numeric_db_price"": 37.73, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08X2X5YN5"", ""numeric_db_price"": 13.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B000GAYQKY"", ""numeric_db_price"": 52.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01M4I8D07"", ""numeric_db_price"": 32.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09S4VHC1B"", ""numeric_db_price"": 49.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B001AWZDA4"", ""numeric_db_price"": 21.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01AYFTRJA"", ""numeric_db_price"": 19.99, ""reconstructed_card_price"": null, ""price_display"": null}]"
S063,PRODUCT_COMPARISON,151,2,Compare the first and second.,"Compare prior products using available price, rating, reviews, trust, match, brand, and category without fabricating specifications.",{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Watches""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 100.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Watches under $100"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Watches - Maximum price: $100  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B0BG65PQ9F"", ""B071D37SF9"", ""B01M636GNK"", ""B01I9OMC2C"", ""B08X2X5YN5"", ""B000GAYQKY"", ""B01M4I8D07"", ""B09S4VHC1B"", ""B001AWZDA4"", ""B01AYFTRJA""]","{""categories"": [""Watches""], ""maximum_price"": 100.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,RESULT_REFERENCE,The ordinal/reference request was not resolved; the engine repeated ordinary recommendation behavior instead of answering about prior products.,200,1.934507,"[{""product_id"": ""B0BG65PQ9F"", ""numeric_db_price"": 63.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B071D37SF9"", ""numeric_db_price"": 22.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01M636GNK"", ""numeric_db_price"": 36.4, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01I9OMC2C"", ""numeric_db_price"": 37.73, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08X2X5YN5"", ""numeric_db_price"": 13.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B000GAYQKY"", ""numeric_db_price"": 52.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01M4I8D07"", ""numeric_db_price"": 32.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09S4VHC1B"", ""numeric_db_price"": 49.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B001AWZDA4"", ""numeric_db_price"": 21.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01AYFTRJA"", ""numeric_db_price"": 19.99, ""reconstructed_card_price"": null, ""price_display"": null}]"
S064,NO_EXACT_MATCH,152,1,Show me purple Casio t-shirts under $1.,"Return no fabricated products, preserve constraints, and suggest a useful relaxation.",{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""Casio""], ""colors"": [""purple""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 1.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""T-Shirts Shirts from Casio in purple under $1"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I understood your shopping request.  - Product: T-Shirts, Shirts - Brand: Casio - Colour: purple - Maximum price: $1  I found no exact matches satisfying all of these constraints. I did not add unrelated products.  To see more results, you can increase the maximum budget, allow additional colours, or allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.",[],"{""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""Casio""], ""colors"": [""purple""], ""maximum_price"": 1.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,No products fabricated and relaxation language present.,200,4.686136,[]
S065,NO_EXACT_MATCH,153,1,Show me red Skechers watches under $2.,"Return no fabricated products, preserve constraints, and suggest a useful relaxation.",{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Watches""], ""brands"": [""Skechers""], ""colors"": [""red""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 2.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Watches from Skechers in red under $2"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I understood your shopping request.  - Product: Watches - Brand: Skechers - Colour: red - Maximum price: $2  I found no exact matches satisfying all of these constraints. I did not add unrelated products.  To see more results, you can increase the maximum budget, allow additional colours, or allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.",[],"{""categories"": [""Watches""], ""brands"": [""Skechers""], ""colors"": [""red""], ""maximum_price"": 2.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,No products fabricated and relaxation language present.,200,3.541366,[]
S066,NO_EXACT_MATCH,154,1,Show me blue Nike jackets between $1 and $2.,"Return no fabricated products, preserve constraints, and suggest a useful relaxation.",{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Jackets""], ""brands"": [""Nike""], ""colors"": [""blue""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": 1.0, ""maximum_price"": 2.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Jackets from Nike in blue over $1 under $2"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I understood your shopping request.  - Product: Jackets - Brand: Nike - Colour: blue - Minimum price: $1 - Maximum price: $2  I found no exact matches satisfying all of these constraints. I did not add unrelated products.  To see more results, you can increase the maximum budget, allow additional colours, or allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.",[],"{""categories"": [""Jackets""], ""brands"": [""Nike""], ""colors"": [""blue""], ""minimum_price"": 1.0, ""maximum_price"": 2.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,No products fabricated and relaxation language present.,200,3.389155,[]
S067,GENERAL_SHOPPING_ADVICE,155,1,What should I look for when buying running shoes?,Provide grounded general guidance or explicitly classify this as unsupported.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes"", ""Running""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [""running""], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""running shoes for running"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I understood your shopping request.  - Product: Shoes, Running - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.","[""B0BYNY3FQR"", ""B00Q4V24RQ"", ""B00Q2JC290"", ""B0BK7TW2DV"", ""B093R14VP1"", ""B0C4YJGPTQ"", ""B093QSK3W1"", ""B07WHBP9NK"", ""B07Q2347GD"", ""B0C63ZMMGV""]","{""categories"": [""Shoes"", ""Running""], ""occasions"": [""running""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],UNSUPPORTED,DATA_LIMITATION,General shopping-advice behavior is not implemented as a distinct capability in the deterministic response path.,200,5.129834,"[{""product_id"": ""B0BYNY3FQR"", ""numeric_db_price"": 42.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00Q4V24RQ"", ""numeric_db_price"": 57.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00Q2JC290"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BK7TW2DV"", ""numeric_db_price"": 69.96, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B093R14VP1"", ""numeric_db_price"": 63.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C4YJGPTQ"", ""numeric_db_price"": 49.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B093QSK3W1"", ""numeric_db_price"": 53.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07WHBP9NK"", ""numeric_db_price"": 64.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07Q2347GD"", ""numeric_db_price"": 27.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C63ZMMGV"", ""numeric_db_price"": 44.52, ""reconstructed_card_price"": null, ""price_display"": null}]"
S068,GENERAL_SHOPPING_ADVICE,156,1,Which type of jacket is good for winter?,Provide grounded general guidance or explicitly classify this as unsupported.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Jackets""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Jackets"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Jackets - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B0BLXPNPQV"", ""B0084AVW7I"", ""B0BFQBC58T"", ""B0B18B6FGH"", ""B08JJJV897"", ""B0BHTPQ72V"", ""B09HDMWRTX"", ""B09M6QR4BP"", ""B08224J2ZG"", ""B00NHO4WCS""]","{""categories"": [""Jackets""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],UNSUPPORTED,DATA_LIMITATION,General shopping-advice behavior is not implemented as a distinct capability in the deterministic response path.,200,1.770406,"[{""product_id"": ""B0BLXPNPQV"", ""numeric_db_price"": 44.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0084AVW7I"", ""numeric_db_price"": 44.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BFQBC58T"", ""numeric_db_price"": 23.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0B18B6FGH"", ""numeric_db_price"": 49.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08JJJV897"", ""numeric_db_price"": 38.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BHTPQ72V"", ""numeric_db_price"": 179.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09HDMWRTX"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09M6QR4BP"", ""numeric_db_price"": 69.97, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08224J2ZG"", ""numeric_db_price"": 49.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00NHO4WCS"", ""numeric_db_price"": 69.97, ""reconstructed_card_price"": null, ""price_display"": null}]"
S069,GIFT_SHOPPING,157,1,I need a gift for my dad under $100.,"Handle recipient and budget, ground recommendations, and clarify useful missing details.",{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": null, ""memory_version"": ""active_request_memory_v1"", ""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""I need a gift for my dad under $100."", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 286}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",What type of product are you looking for?,[],"{""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""I need a gift for my dad under $100."", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 286}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PARTIAL,CONVERSATION_RESPONSE,Recipient/occasion handling recorded for qualitative audit.,200,0.773422,[]
S070,GIFT_SHOPPING,158,1,Suggest a birthday gift.,Handle gift intent with useful clarification and catalogue grounding.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": null, ""memory_version"": ""active_request_memory_v1"", ""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""Suggest a birthday gift."", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 287}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",What type of product are you looking for?,[],"{""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""Suggest a birthday gift."", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 287}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PARTIAL,CONVERSATION_RESPONSE,Recipient/occasion handling recorded for qualitative audit.,200,0.753084,[]
S071,OCCASION_SHOPPING,159,1,I need something for a birthday party.,Interpret occasion and provide grounded recommendations or clarification.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": null, ""memory_version"": ""active_request_memory_v1"", ""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""I need something for a birthday party."", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 288}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",What type of product are you looking for?,[],"{""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""I need something for a birthday party."", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 288}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PARTIAL,PARSER,Recipient/occasion handling recorded for qualitative audit.,200,0.752229,[]
